Tm,G,MP,PER,USG%,Season
PHI,73,1553,12.8,19.4,2010
SAC,76,1630,11.6,19.2,2010
PHO,8,32,5.2,17.6,2010
MEM,36,240,7.2,16.5,2010
SAS,47,317,11.6,14.5,2010
SAS,10,44,15.4,27.3,2010
DET,46,1552,14.9,27.9,2010
IND,29,511,14.6,25.5,2010
OKC,76,1738,14.0,20.4,2010
NYK,72,2195,16.8,26.8,2010
NJN,64,2221,16.2,25.5,2010
TOT,13,96,7.2,20.2,2010
HOU,8,82,6.4,21.6,2010
WAS,5,14,11.9,12.6,2010
Tm,G,MP,PER,USG%,2010
TOT,5,22,8.7,10.3,2010
MIN,1,5,9.3,8.7,2010
NOH,4,17,8.5,10.8,2010
MIA,78,2177,14.6,17.1,2010
NJN,52,1106,6.5,12.3,2010
SAC,72,1904,13.8,19.6,2010
HOU,82,1773,11.7,10.8,2010
NJN,45,1033,9.7,16.2,2010
TOT,77,2355,16.1,13.5,2010
WAS,49,1614,16.2,13.2,2010
DAL,28,741,16.1,14.0,2010
IND,47,813,11.5,21.2,2010
CHA,43,355,9.7,18.2,2010
IND,81,2035,16.2,22.2,2010
CLE,81,1691,15.2,18.9,2010
DEN,82,2755,18.9,16.5,2010
SAS,78,2276,14.7,19.0,2010
PHO,81,2430,14.0,16.8,2010
TOT,47,624,15.0,18.7,2010
NYK,24,252,14.0,20.3,2010
HOU,23,372,15.7,17.6,2010
CHI,74,2481,11.6,16.6,2010
PHI,73,1767,12.3,18.4,2010
MIN,73,1223,11.0,16.6,2010
ATL,81,2845,19.4,17.6,2010
TOT,68,1217,10.5,20.0,2010
BOS,50,846,11.9,20.3,2010
NYK,18,371,7.3,19.3,2010
Tm,G,MP,PER,USG%,2010
ORL,82,2843,24.0,23.9,2010
TOT,35,918,12.7,24.8,2010
DAL,31,827,12.0,24.3,2010
WAS,4,91,19.2,28.8,2010
POR,73,1632,10.0,13.9,2010
TOT,25,131,13.2,25.0,2010
BOS,16,70,8.7,19.9,2010
MEM,9,61,18.3,30.9,2010
TOT,45,1115,12.0,20.9,2010
NYK,31,820,12.3,20.4,2010
CHA,14,295,11.1,22.2,2010
TOT,69,1221,15.1,21.0,2010
DAL,25,315,14.8,21.5,2010
NJN,44,906,15.1,20.8,2010
GSW,60,783,12.2,15.2,2010
CHI,13,122,-2.2,12.8,2010
ATL,7,33,7.9,23.4,2010
MEM,21,158,11.6,18.8,2010
OKC,73,1323,15.2,16.2,2010
PHI,82,3193,17.8,21.8,2010
CLE,64,1339,11.9,19.0,2010
LAL,49,355,11.6,16.0,2010
MIL,81,1898,15.7,20.8,2010
TOT,28,865,13.4,23.0,2010
MEM,3,67,16.9,25.0,2010
PHI,25,798,13.1,22.8,2010
TOT,44,326,11.0,13.8,2010
PHI,26,236,12.6,12.2,2010
MIL,18,90,6.8,18.2,2010
TOR,82,2243,16.3,19.1,2010
TOT,12,74,5.5,22.4,2010
CLE,5,10,-6.6,22.2,2010
SAS,3,25,19.2,19.7,2010
WAS,4,39,-0.2,24.1,2010
TOT,28,123,-0.1,17.2,2010
CLE,27,114,0.4,16.6,2010
MIL,1,9,-6.3,25.2,2010
Tm,G,MP,PER,USG%,2010
TOT,81,3129,15.6,27.5,2010
GSW,9,300,14.5,25.0,2010
CHA,72,2829,15.7,27.8,2010
CLE,76,2966,31.1,33.5,2010
WAS,4,46,5.5,28.1,2010
TOT,66,2406,17.3,23.9,2010
WAS,41,1595,17.5,24.3,2010
CLE,25,811,16.7,23.1,2010
MIN,39,412,11.0,16.3,2010
UTA,14,73,13.6,26.7,2010
MIN,76,2463,19.0,24.3,2010
SAS,81,2520,13.1,18.3,2010
TOT,70,1794,9.8,11.1,2010
NYK,52,1462,9.7,10.3,2010
HOU,18,332,10.1,14.6,2010
MIL,82,2671,14.5,26.1,2010
DET,80,2232,13.9,15.7,2010
NJN,52,1655,12.3,20.1,2010
TOR,82,1453,16.7,14.5,2010
ORL,31,406,12.4,16.7,2010
CHI,65,757,10.4,18.0,2010
ATL,76,2886,19.3,26.3,2010
IND,76,1892,10.8,20.1,2010
PHO,2,7,1.4,0.0,2010
MIA,36,503,8.8,13.3,2010
IND,52,675,9.9,16.1,2010
Tm,G,MP,PER,USG%,2010
LAC,70,1137,12.7,14.7,2010
LAC,76,2608,16.5,27.1,2010
PHI,57,976,8.4,15.9,2010
TOT,7,113,5.1,17.0,2010
CLE,3,5,-38.1,37.3,2010
GSW,4,108,7.1,16.1,2010
DAL,80,2881,17.2,14.5,2010
UTA,58,1681,18.2,17.7,2010
UTA,52,952,13.9,16.2,2010
UTA,36,172,7.7,17.9,2010
OKC,76,1741,13.7,17.1,2010
BOS,1,22,12.8,14.9,2010
TOT,80,2469,19.0,22.5,2010
HOU,52,1415,21.1,23.8,2010
SAC,28,1054,16.0,20.7,2010
TOT,18,111,7.2,20.9,2010
NYK,17,108,8.1,20.6,2010
BOS,1,3,-26.8,31.3,2010
TOT,26,234,16.0,21.7,2010
GSW,5,66,21.3,14.7,2010
CHA,9,33,7.5,31.1,2010
CHI,12,135,15.4,22.9,2010
DEN,65,1318,16.4,18.0,2010
NJN,71,2375,12.8,17.7,2010
NYK,81,3019,22.2,23.8,2010
ORL,72,2369,14.0,19.4,2010
TOT,36,796,12.8,15.9,2010
OKC,10,130,4.7,8.3,2010
WAS,26,666,14.4,17.4,2010
NJN,82,3027,20.1,23.6,2010
PHO,51,986,17.6,17.3,2010
Tm,G,MP,PER,USG%,2010
MIN,60,1714,20.7,22.4,2010
HOU,68,1651,15.5,18.6,2010
GSW,70,2081,20.3,26.7,2010
MIA,36,359,9.4,13.0,2010
SAS,26,165,21.6,25.2,2010
DAL,75,2385,14.7,18.1,2010
NOH,14,75,9.0,7.4,2010
TOT,18,390,9.0,18.8,2010
GSW,10,276,7.3,17.1,2010
WAS,8,114,13.2,23.0,2010
DEN,58,1986,13.4,17.5,2010
TOT,46,1633,17.0,25.3,2010
SAC,22,774,17.0,25.3,2010
HOU,24,859,17.1,25.4,2010
SAC,5,66,6.2,11.9,2010
SAS,79,1515,9.7,17.2,2010
UTA,82,2025,12.3,16.5,2010
DET,76,1550,14.0,16.4,2010
SAC,37,331,11.7,19.3,2010
TOT,81,1269,11.8,17.1,2010
UTA,26,363,12.3,21.7,2010
OKC,55,906,11.6,15.3,2010
MEM,82,3113,14.6,20.7,2010
MIL,73,1866,11.8,12.1,2010
SAS,77,1617,12.2,15.1,2010
WAS,60,968,17.0,19.1,2010
Tm,G,MP,PER,USG%,2010
TOT,30,673,12.2,20.6,2010
HOU,6,46,12.4,21.8,2010
NYK,24,627,12.2,20.5,2010
TOT,51,307,3.8,10.6,2010
WAS,41,240,4.2,9.9,2010
SAC,10,67,2.4,13.1,2010
IND,42,524,14.8,15.3,2010
TOT,60,719,10.8,19.6,2010
MIL,41,486,8.4,19.2,2010
PHI,19,233,15.8,20.3,2010
TOT,20,120,11.4,20.3,2010
HOU,4,13,15.2,22.6,2010
TOR,16,107,11.0,20.0,2010
UTA,63,1497,10.8,20.5,2010
TOT,32,685,12.8,16.0,2010
NYK,8,71,12.1,12.1,2010
MIN,24,614,12.9,16.4,2010
POR,82,2500,18.1,23.8,2010
CHI,82,1950,12.9,18.1,2010
WAS,54,1805,13.9,14.7,2010
POR,10,38,11.9,38.9,2010
UTA,82,2277,16.7,18.7,2010
CHA,58,984,19.6,21.3,2010
CLE,61,1052,12.6,12.8,2010
GSW,23,406,11.2,12.2,2010
ATL,28,124,14.6,24.1,2010
LAL,31,241,7.4,18.3,2010
GSW,69,2018,14.0,17.8,2010
OKC,13,54,0.7,19.1,2010
IND,72,2344,18.0,18.8,2010
Tm,G,MP,PER,USG%,2010
TOT,75,1673,11.7,23.6,2010
CHA,46,993,11.4,25.0,2010
CHI,29,680,12.1,21.5,2010
TOT,46,685,8.4,12.2,2010
NJN,13,204,7.0,15.8,2010
DAL,33,481,9.1,10.6,2010
PHO,81,2660,21.6,22.9,2010
ORL,65,1860,15.5,22.3,2010
TOR,42,413,16.0,18.5,2010
CHI,64,1925,17.9,17.1,2010
SAC,75,1477,11.1,20.9,2010
LAC,54,362,8.3,14.2,2010
DAL,81,3039,22.9,28.8,2010
TOR,11,51,9.9,20.3,2010
MIA,70,1991,17.9,22.9,2010
CLE,53,1240,17.9,25.1,2010
WAS,57,650,5.7,6.9,2010
POR,21,502,23.1,20.7,2010
LAL,82,2585,15.9,17.0,2010
NOH,82,2370,16.5,17.1,2010
UTA,73,2149,15.6,21.0,2010
OKC,25,263,7.0,9.3,2010
TOT,34,730,13.3,21.4,2010
POR,11,231,14.8,25.4,2010
LAC,23,499,12.6,19.5,2010
ATL,78,1089,13.1,15.5,2010
Tm,G,MP,PER,USG%,2010
CHI,63,829,8.9,24.4,2010
CLE,81,2289,9.9,12.0,2010
SAS,56,1728,16.4,25.8,2010
NOH,45,1712,23.7,22.2,2010
MIN,71,877,5.4,18.1,2010
MIN,44,447,12.0,22.8,2010
BOS,78,2154,15.0,17.6,2010
NOH,46,973,9.3,16.5,2010
DEN,36,436,10.7,13.6,2010
BOS,71,2411,18.2,23.8,2010
ORL,75,1687,11.9,18.0,2010
NOH,77,1731,8.7,11.4,2010
CLE,20,236,10.2,17.3,2010
LAL,63,581,6.7,18.6,2010
IND,56,865,14.0,22.7,2010
UTA,60,806,10.3,18.0,2010
DET,49,1664,16.0,18.9,2010
POR,30,681,11.2,10.3,2010
NJN,25,223,9.3,14.1,2010
TOT,41,891,7.9,16.0,2010
CHA,8,133,8.0,17.3,2010
GSW,33,758,7.9,15.8,2010
Tm,G,MP,PER,USG%,2010
GSW,33,749,18.7,23.9,2010
TOT,6,53,6.2,19.5,2010
MIA,3,47,4.9,17.0,2010
POR,3,6,16.5,38.6,2010
MEM,81,3051,21.2,24.6,2010
TOT,49,807,10.3,12.3,2010
SAS,21,183,7.8,13.4,2010
CHA,28,624,11.0,12.0,2010
MIL,18,492,12.1,23.7,2010
ORL,82,1808,15.0,18.3,2010
CHI,18,224,6.5,9.6,2010
PHO,79,2485,16.6,20.8,2010
MIA,76,2082,12.9,14.8,2010
MIL,82,1759,17.7,22.0,2010
TOT,56,1115,16.3,24.4,2010
NYK,30,733,17.6,25.4,2010
BOS,26,382,13.9,22.4,2010
TOT,66,1048,14.8,21.6,2010
SAC,39,517,16.9,23.6,2010
NYK,27,531,12.8,19.5,2010
BOS,81,2963,19.1,20.2,2010
CHI,78,2871,18.6,27.2,2010
TOT,52,562,3.0,10.4,2010
DAL,27,301,5.4,9.6,2010
WAS,25,261,0.3,11.4,2010
POR,65,2419,21.3,26.7,2010
IND,82,2491,9.6,14.8,2010
LAC,7,58,4.8,10.9,2010
TOT,81,2824,14.7,19.9,2010
CHI,51,1695,12.7,18.1,2010
MIL,30,1129,17.6,22.7,2010
BOS,52,472,3.6,10.4,2010
Tm,G,MP,PER,USG%,2010
HOU,82,2671,17.2,22.7,2010
OKC,82,2348,9.8,10.9,2010
MIN,82,1732,12.9,19.9,2010
NJN,23,395,8.0,16.8,2010
TOT,57,977,11.4,15.4,2010
DAL,25,211,10.2,17.1,2010
WAS,32,766,11.8,14.9,2010
LAC,16,123,5.5,13.1,2010
LAC,75,1232,16.9,21.2,2010
DEN,75,2082,15.0,26.9,2010
PHI,56,658,10.6,15.8,2010
ATL,64,592,11.2,18.4,2010
ATL,81,2871,21.0,22.2,2010
NOH,75,1410,11.6,19.5,2010
PHI,62,1016,17.6,25.1,2010
MIL,42,855,11.1,21.9,2010
TOT,64,883,3.3,10.7,2010
WAS,40,616,3.3,10.2,2010
DAL,24,267,3.2,12.1,2010
NOH,62,1947,12.4,18.6,2010
PHO,82,2838,22.6,27.3,2010
DET,73,2499,15.6,26.4,2010
DET,44,405,7.5,18.5,2010
HOU,31,303,11.4,23.1,2010
Tm,G,MP,PER,USG%,2010
ATL,71,719,11.0,19.1,2010
TOT,43,659,10.3,18.4,2010
LAC,39,582,9.8,17.4,2010
CLE,4,77,14.0,26.4,2010
TOT,27,334,10.5,20.3,2010
HOU,9,118,8.6,20.1,2010
SAC,5,23,15.4,23.5,2010
SAS,13,193,11.1,20.0,2010
DAL,77,2540,16.5,23.0,2010
MEM,68,883,12.9,10.7,2010
OKC,23,321,6.9,13.4,2010
SAC,26,313,9.0,8.1,2010
MIL,70,1049,9.9,11.3,2010
DAL,18,285,15.1,21.1,2010
TOT,54,1220,16.8,22.1,2010
CHI,29,678,16.5,19.6,2010
CHA,25,542,17.1,25.1,2010
SAC,75,2357,14.6,19.6,2010
TOT,75,2079,11.8,19.0,2010
LAC,51,1405,11.6,18.9,2010
WAS,24,674,12.1,19.1,2010
NOH,73,1872,17.4,25.3,2010
MEM,38,589,7.8,16.0,2010
TOT,46,1427,13.6,16.6,2010
POR,2,4,-11.5,11.9,2010
GSW,44,1423,13.7,16.6,2010
TOT,15,96,13.4,24.4,2010
PHO,11,71,15.7,26.9,2010
MIN,4,25,6.9,17.4,2010
GSW,42,872,12.6,11.3,2010
TOR,74,2272,13.3,18.1,2010
SAC,69,944,9.6,14.4,2010
SAC,79,2477,15.7,18.6,2010
Tm,G,MP,PER,USG%,2010
MIL,13,97,12.2,19.1,2010
CLE,76,2166,15.8,13.1,2010
DET,78,1848,16.0,23.9,2010
LAL,67,575,11.4,15.2,2010
MIA,77,2792,28.0,34.9,2010
TOT,35,768,14.6,16.6,2010
BOS,8,29,7.6,14.4,2010
NYK,27,739,14.9,16.7,2010
DET,69,1975,15.8,10.0,2010
CHA,76,3119,18.3,20.3,2010
BOS,79,1780,13.1,20.2,2010
LAL,29,272,9.7,16.1,2010
TOT,76,1557,15.6,21.8,2010
MIL,48,1024,15.6,22.6,2010
CHI,28,533,15.7,20.2,2010
GSW,65,1788,13.8,16.0,2010
IND,79,2322,10.9,14.7,2010
OKC,12,144,10.7,12.4,2010
POR,82,2005,12.5,18.2,2010
TOR,69,1368,12.9,18.4,2010
NOH,81,2949,18.9,24.0,2010
CLE,60,1500,13.8,18.3,2010
ATL,39,142,9.9,10.5,2010
OKC,82,2813,17.8,25.7,2010
Tm,G,MP,PER,USG%,2010
OKC,12,102,25.9,21.3,2010
DET,34,441,12.0,18.9,2010
MIN,80,1585,11.5,14.1,2010
OKC,4,59,5.9,13.5,2010
UTA,76,2802,20.6,23.8,2010
ORL,82,1703,12.9,14.5,2010
CLE,54,742,8.2,15.3,2010
PHI,64,1912,18.2,21.1,2010
MEM,62,872,10.6,18.5,2010
ATL,81,2468,13.0,15.5,2010
CLE,69,2359,16.1,22.0,2010
GSW,24,782,16.1,18.6,2010
NJN,20,227,7.0,15.6,2010
BOS,54,597,14.1,15.3,2010
NJN,78,1764,11.5,21.8,2010
LAL,77,2605,12.1,16.2,2010
TOR,67,1392,8.6,16.1,2010
MIA,72,1496,14.5,15.8,2010
NOH,68,871,11.8,15.4,2010
WAS,74,1421,10.7,21.4,2010
Tm,G,MP,PER,USG%,2010
MEM,80,1321,13.0,22.1,2010
PHI,67,2145,14.0,21.5,2010
GSW,23,196,11.3,16.1,2011
DEN,69,2324,13.6,14.8,2011
MIN,4,29,10.1,22.0,2011
TOT,34,340,12.2,21.1,2011
DAL,10,75,12.8,21.4,2011
TOR,24,265,12.0,21.1,2011
TOR,12,59,2.0,14.3,2011
OKC,18,142,7.0,7.9,2011
POR,81,3211,21.5,25.7,2011
ORL,18,178,3.3,9.1,2011
BOS,80,2890,16.4,19.8,2011
MEM,72,1494,18.3,19.9,2011
LAC,81,1452,9.6,17.3,2011
GSW,46,691,11.5,15.7,2011
DEN,45,732,19.0,13.5,2011
TOT,40,373,10.9,19.1,2011
TOR,11,150,13.8,17.3,2011
NOH,29,223,8.9,20.2,2011
SAS,26,286,8.5,16.4,2011
ORL,64,1424,19.0,20.4,2011
TOT,77,2751,21.7,32.0,2011
DEN,50,1774,21.2,32.5,2011
NYK,27,977,22.8,31.0,2011
MIA,75,1463,7.3,5.3,2011
TOT,70,1796,10.8,24.7,2011
WAS,21,726,14.0,26.2,2011
ORL,49,1070,8.6,23.7,2011
NOH,75,2600,11.3,17.7,2011
Tm,G,MP,PER,USG%,2011
TOT,53,488,8.8,10.9,2011
WAS,41,412,8.6,10.6,2011
ATL,12,76,10.1,12.1,2011
TOT,64,1185,9.0,14.0,2011
MIA,49,995,9.5,13.9,2011
BOS,15,190,6.7,14.5,2011
MEM,80,1609,15.7,21.6,2011
CHI,82,989,11.8,12.5,2011
CHA,82,2757,15.9,21.2,2011
POR,24,137,1.0,22.8,2011
TOT,8,62,9.3,11.3,2011
DEN,5,44,12.8,10.9,2011
NYK,3,18,0.7,12.3,2011
TOR,3,22,6.8,15.3,2011
TOR,58,1395,15.3,25.6,2011
DAL,81,1669,14.8,23.9,2011
TOR,66,2353,16.4,28.2,2011
LAL,53,1020,14.6,16.6,2011
TOT,21,305,6.2,18.9,2011
PHO,12,183,1.5,17.5,2011
MIL,7,85,17.3,22.0,2011
POR,2,37,3.8,18.8,2011
ORL,76,1980,15.9,19.8,2011
PHI,38,377,9.5,13.9,2011
TOT,82,2375,12.3,11.7,2011
HOU,59,1818,12.9,12.3,2011
MEM,23,557,10.6,10.1,2011
POR,80,2522,14.8,17.8,2011
TOT,71,1496,14.1,22.1,2011
NOH,11,149,7.2,23.5,2011
TOR,60,1347,14.9,22.0,2011
MIN,73,2361,15.5,28.3,2011
DAL,28,496,11.4,26.7,2011
Tm,G,MP,PER,USG%,2011
NOH,80,1957,12.1,20.0,2011
GSW,19,171,4.7,13.1,2011
UTA,68,2097,8.2,12.6,2011
TOT,80,2285,10.9,14.6,2011
ATL,56,1674,11.7,15.0,2011
WAS,2,29,1.1,15.2,2011
MIA,22,582,9.0,13.3,2011
GSW,59,1397,12.1,10.6,2011
TOT,72,2310,18.7,22.3,2011
DEN,51,1646,18.6,21.4,2011
NYK,21,664,19.1,24.3,2011
SAS,81,1734,17.1,20.1,2011
LAL,79,1581,7.5,11.3,2011
WAS,64,2172,16.9,25.5,2011
LAC,81,1841,10.8,17.9,2011
CHI,82,1461,9.0,11.4,2011
MIL,65,2297,16.7,19.6,2011
SAS,66,1432,13.5,13.4,2011
WAS,65,1063,15.3,13.9,2011
CHI,59,1882,18.8,26.9,2011
MIA,77,2795,19.4,23.5,2011
MIL,57,862,17.6,23.9,2011
PHI,3,33,0.1,22.3,2011
BOS,31,162,2.2,26.1,2011
PHI,81,2809,18.5,19.7,2011
Tm,G,MP,PER,USG%,2011
TOT,69,1510,11.0,18.8,2011
MIN,56,1362,10.3,18.4,2011
DAL,13,148,17.6,22.2,2011
CHI,81,1781,13.8,13.9,2011
MIL,63,677,9.6,10.0,2011
TOT,59,1284,13.1,25.9,2011
HOU,34,811,11.7,26.1,2011
PHO,25,473,15.6,25.7,2011
TOT,49,576,12.9,15.5,2011
CHA,41,488,12.4,15.6,2011
NYK,8,88,16.0,15.5,2011
CHA,66,1714,12.8,14.9,2011
LAL,82,1568,13.6,22.2,2011
LAL,82,2779,23.9,35.1,2011
HOU,78,1738,14.2,19.9,2011
DAL,29,867,14.2,25.1,2011
TOT,47,770,6.2,15.8,2011
LAC,41,744,5.9,15.6,2011
CHI,6,26,14.5,23.0,2011
LAL,54,1500,21.1,17.6,2011
DET,61,1125,15.2,22.5,2011
TOR,68,2102,16.3,16.8,2011
POR,59,1540,14.8,11.7,2011
LAL,41,215,10.0,20.2,2011
DAL,56,618,9.7,9.5,2011
TOT,27,336,10.8,18.1,2011
GSW,25,331,10.7,18.0,2011
MEM,2,5,20.4,27.1,2011
TOT,12,50,8.7,11.6,2011
MEM,7,39,12.4,11.4,2011
HOU,5,11,-4.5,12.0,2011
CHA,54,582,12.2,19.8,2011
Tm,G,MP,PER,USG%,2011
TOT,33,463,9.2,14.3,2011
DEN,14,153,5.4,13.1,2011
NYK,19,310,11.1,14.8,2011
TOT,73,2051,14.8,23.5,2011
ORL,22,664,16.2,23.4,2011
PHO,51,1387,14.2,23.5,2011
SAC,71,1702,11.7,16.7,2011
MIA,70,1579,10.3,15.0,2011
DAL,74,2059,18.4,14.2,2011
TOT,72,2401,14.6,20.9,2011
NYK,51,1759,15.7,21.0,2011
DEN,21,642,11.6,20.6,2011
PHO,54,894,13.0,14.3,2011
TOT,42,464,10.1,20.5,2011
PHO,9,72,11.3,23.4,2011
ORL,33,392,9.9,20.0,2011
TOT,28,181,1.6,8.1,2011
LAC,23,157,1.8,6.9,2011
POR,5,24,0.0,15.6,2011
ATL,49,593,5.4,9.2,2011
CHA,20,66,3.6,20.9,2011
IND,79,2360,15.6,21.9,2011
OKC,71,1524,10.8,9.8,2011
MEM,81,2872,15.9,19.4,2011
LAC,40,447,11.6,20.5,2011
OKC,43,598,12.8,15.7,2011
UTA,4,18,7.8,10.2,2011
SAC,81,2309,14.6,27.2,2011
ATL,76,2297,14.2,23.4,2011
TOT,42,1027,11.8,27.0,2011
ATL,16,160,7.6,28.1,2011
WAS,26,867,12.6,26.8,2011
Tm,G,MP,PER,USG%,2011
TOT,78,1637,10.7,15.7,2011
POR,56,1108,9.5,14.5,2011
CHA,22,529,13.1,18.3,2011
GSW,74,2489,19.4,24.4,2011
SAC,80,1938,14.1,17.1,2011
MIA,51,815,9.7,8.1,2011
PHI,4,35,6.7,9.1,2011
BOS,49,938,11.7,15.1,2011
TOT,58,1649,17.0,24.4,2011
LAC,43,1269,16.3,23.5,2011
CLE,15,380,19.3,27.3,2011
TOR,65,1602,15.8,13.3,2011
BOS,78,2298,12.8,20.9,2011
DET,72,1446,13.0,18.6,2011
MIL,49,1590,13.1,17.7,2011
CHI,82,3208,15.5,20.9,2011
TOR,82,2851,14.5,23.2,2011
CHA,82,2778,13.9,16.8,2011
LAC,36,470,13.7,18.7,2011
CHA,16,181,5.4,10.3,2011
MIL,80,1757,11.3,17.3,2011
TOR,43,522,14.2,14.3,2011
NYK,81,1971,15.2,20.1,2011
MIL,44,884,11.5,18.4,2011
Tm,G,MP,PER,USG%,2011
PHO,24,292,11.7,25.0,2011
TOT,70,1234,13.2,22.4,2011
PHO,48,856,11.2,24.0,2011
HOU,22,378,17.7,18.9,2011
PHO,82,2140,15.6,16.9,2011
ORL,51,774,5.6,12.0,2011
SAS,76,2156,21.9,22.9,2011
IND,61,1683,14.6,16.9,2011
TOR,3,13,0.5,13.8,2011
OKC,78,3038,23.6,30.6,2011
LAL,20,118,19.4,25.9,2011
MIN,62,1181,8.6,17.1,2011
GSW,80,3227,18.6,28.1,2011
UTA,62,610,8.9,11.9,2011
DEN,30,366,8.3,9.0,2011
TOT,41,595,10.3,13.7,2011
BOS,37,531,10.8,13.8,2011
CLE,4,64,6.2,13.2,2011
UTA,49,463,18.8,14.9,2011
TOT,73,1549,9.1,14.2,2011
ATL,47,837,7.5,13.0,2011
WAS,26,712,10.9,15.8,2011
TOR,30,798,12.4,10.1,2011
SAC,57,2107,14.4,25.3,2011
NOH,7,19,0.6,19.5,2011
CLE,44,947,9.0,17.5,2011
Tm,G,MP,PER,USG%,2011
NJN,73,1796,14.1,21.6,2011
TOT,78,1535,13.8,17.1,2011
NJN,56,1091,12.6,16.3,2011
UTA,22,444,16.8,19.2,2011
TOT,75,2737,16.6,21.6,2011
NYK,54,2074,17.3,22.6,2011
DEN,21,663,14.7,18.5,2011
POR,78,1821,13.4,18.7,2011
UTA,53,456,5.8,14.6,2011
NYK,82,2541,13.5,13.5,2011
LAL,82,2297,8.9,12.8,2011
MIN,53,983,7.1,18.5,2011
DEN,63,791,11.7,20.1,2011
IND,41,773,9.9,18.3,2011
IND,56,940,14.3,10.1,2011
LAC,63,1551,11.4,19.9,2011
PHO,77,2541,12.8,16.9,2011
TOT,42,463,9.9,16.5,2011
GSW,28,297,10.2,17.1,2011
NJN,14,166,9.1,15.3,2011
TOT,24,301,11.3,22.1,2011
MIN,8,65,4.9,21.2,2011
TOR,6,90,9.3,22.7,2011
NJN,10,146,15.3,22.2,2011
TOT,62,2104,15.7,18.9,2011
NYK,48,1671,15.6,18.5,2011
DEN,14,433,15.9,20.6,2011
SAC,58,1386,13.5,17.3,2011
BOS,71,2220,20.6,22.3,2011
MEM,81,2586,16.8,16.9,2011
LAL,82,3037,23.3,21.8,2011
Tm,G,MP,PER,USG%,2011
MEM,54,2152,17.8,23.3,2011
TOT,56,1118,10.8,14.5,2011
SAS,5,18,-2.1,15.3,2011
WAS,11,127,9.9,14.0,2011
CLE,40,973,11.1,14.6,2011
IND,61,1265,13.0,17.8,2011
CLE,67,1865,13.2,19.7,2011
CHI,80,1742,14.3,16.8,2011
SAS,80,2426,21.7,26.0,2011
LAC,76,2095,9.0,12.7,2011
MIL,35,860,15.9,24.6,2011
DET,82,2131,12.4,21.5,2011
LAC,56,2112,18.5,26.5,2011
TOT,80,2032,17.8,17.1,2011
ORL,25,396,13.7,12.4,2011
PHO,55,1636,18.8,18.3,2011
CLE,39,586,7.7,17.2,2011
NJN,59,959,4.4,12.3,2011
IND,79,2763,17.8,26.7,2011
NOH,41,531,11.0,13.1,2011
SAS,8,92,13.2,20.0,2011
TOT,75,2427,12.9,19.5,2011
OKC,49,1815,12.9,19.3,2011
BOS,26,612,12.9,19.8,2011
NOH,77,1674,10.8,20.5,2011
SAC,69,1127,9.7,18.2,2011
NJN,3,5,33.0,26.7,2011
Tm,G,MP,PER,USG%,2011
LAC,82,3112,21.9,27.3,2011
MEM,31,168,19.7,21.2,2011
DET,55,1498,15.8,26.0,2011
IND,70,1535,16.4,23.1,2011
TOT,49,640,10.1,16.8,2011
BOS,28,241,8.7,15.8,2011
CLE,21,399,11.0,17.5,2011
OKC,82,2189,16.4,19.5,2011
DEN,73,1665,12.3,22.3,2011
TOT,71,2254,17.2,24.6,2011
NJN,54,1724,17.6,24.4,2011
UTA,17,530,15.7,25.2,2011
CLE,54,933,10.4,19.1,2011
HOU,4,16,17.9,24.2,2011
MIA,13,345,12.7,14.8,2011
PHI,81,1718,12.8,18.9,2011
HOU,74,2079,16.2,13.0,2011
UTA,72,1218,10.7,15.3,2011
MIN,42,419,10.8,19.5,2011
DAL,72,1331,11.7,12.4,2011
SAC,36,586,11.7,16.1,2011
CHA,68,1661,13.2,19.9,2011
MEM,38,527,7.0,16.8,2011
IND,81,2244,15.9,23.6,2011
Tm,G,MP,PER,USG%,2011
CLE,80,2256,15.6,25.5,2011
DEN,75,2291,20.4,18.8,2011
SAS,76,2148,14.6,18.2,2011
PHO,80,2409,14.7,20.1,2011
HOU,72,1125,13.0,17.7,2011
TOT,72,2157,12.3,16.7,2011
WAS,48,1471,13.5,17.1,2011
ATL,24,686,9.8,16.0,2011
PHI,82,2901,15.4,20.8,2011
CLE,70,1182,10.7,13.7,2011
ATL,77,2704,20.7,19.7,2011
MIA,56,978,11.9,17.6,2011
ORL,78,2935,26.1,27.2,2011
WAS,18,409,9.2,21.9,2011
MIA,57,592,8.4,13.1,2011
WAS,11,73,6.0,19.8,2011
NJN,74,2061,17.8,17.3,2011
OKC,82,2216,17.7,15.7,2011
PHI,67,2469,17.2,19.2,2011
MIA,72,1145,12.8,16.0,2011
NOH,41,330,9.7,11.3,2011
MIL,60,1505,14.3,19.1,2011
Tm,G,MP,PER,USG%,2011
OKC,25,155,8.2,12.8,2011
TOT,83,1722,14.2,23.0,2011
TOR,13,347,12.6,22.8,2011
NOH,70,1375,14.6,23.1,2011
SAC,59,486,12.3,18.0,2011
CHA,67,2405,14.6,27.4,2011
NJN,25,403,10.1,16.2,2011
MIA,79,3063,27.3,31.5,2011
CLE,56,1842,16.8,26.0,2011
TOT,17,322,13.3,13.6,2011
SAS,1,8,-0.5,23.0,2011
WAS,16,314,13.7,13.4,2011
UTA,82,2940,20.1,24.2,2011
SAS,81,2459,12.4,15.4,2011
TOT,42,601,8.0,8.8,2011
HOU,18,138,9.5,14.2,2011
